epoch,train_loss,train_acc,val_loss,val_acc,test_acc
1,1.9498072862625122,0.1428571492433548,1.9388314485549927,0.11999999731779099,0.1080000028014183
2,1.9452067613601685,0.1428571492433548,1.937736988067627,0.29600000381469727,0.28600001335144043
3,1.9394792318344116,0.2571428716182709,1.9401919841766357,0.14000000059604645,0.17499999701976776
4,1.9321513175964355,0.2571428716182709,1.9406899213790894,0.12200000137090683,0.13899999856948853
5,1.9217584133148193,0.22142857313156128,1.9314184188842773,0.1679999977350235,0.17299999296665192
6,1.9029275178909302,0.25,1.911212682723999,0.27799999713897705,0.2709999978542328
7,1.8717230558395386,0.3928571343421936,1.880622386932373,0.30000001192092896,0.3059999942779541
8,1.82550048828125,0.44285714626312256,1.8387483358383179,0.31200000643730164,0.33399999141693115
9,1.758795142173767,0.5214285850524902,1.776383399963379,0.32199999690055847,0.3529999852180481
10,1.6668380498886108,0.5642856955528259,1.6979808807373047,0.36800000071525574,0.3970000147819519
11,1.5494894981384277,0.5714285969734192,1.6100022792816162,0.38600000739097595,0.4050000011920929
12,1.4119991064071655,0.6071428656578064,1.5026520490646362,0.3799999952316284,0.4059999883174896
13,1.2656993865966797,0.5857142806053162,1.423046588897705,0.41999998688697815,0.43700000643730164
14,1.1230062246322632,0.6428571343421936,1.310893177986145,0.41200000047683716,0.4320000112056732
15,0.9939654469490051,0.6071428656578064,1.2954885959625244,0.515999972820282,0.5120000243186951
16,0.8673035502433777,0.7928571701049805,1.170316457748413,0.5619999766349792,0.5799999833106995
17,0.7244535088539124,0.8571428656578064,1.0957270860671997,0.6079999804496765,0.6129999756813049
18,0.6024885773658752,0.8928571343421936,1.0820292234420776,0.656000018119812,0.6460000276565552
19,0.48526081442832947,0.9357143044471741,1.0387178659439087,0.6639999747276306,0.6629999876022339
20,0.3839474618434906,0.9571428298950195,0.9832984209060669,0.6840000152587891,0.6729999780654907
21,0.3026336431503296,0.9428571462631226,0.9583867192268372,0.6919999718666077,0.7020000219345093
22,0.23107078671455383,0.9571428298950195,0.9994810819625854,0.6819999814033508,0.6909999847412109
23,0.17422117292881012,0.9642857313156128,1.0416789054870605,0.6800000071525574,0.6809999942779541
24,0.13225765526294708,0.9785714149475098,1.0218013525009155,0.6959999799728394,0.7009999752044678
25,0.09909424185752869,0.9785714149475098,1.033088207244873,0.7059999704360962,0.7110000252723694
26,0.0781150683760643,0.9857142567634583,1.1160438060760498,0.6919999718666077,0.6940000057220459
27,0.05879318341612816,0.9857142567634583,1.221091628074646,0.6759999990463257,0.6859999895095825
28,0.04645154997706413,0.9928571581840515,1.246872901916504,0.6880000233650208,0.6930000185966492
29,0.03473526984453201,0.9928571581840515,1.2350808382034302,0.7160000205039978,0.7139999866485596
30,0.025582363829016685,1.0,1.2517589330673218,0.7440000176429749,0.722000002861023
31,0.01982041448354721,1.0,1.2910670042037964,0.7379999756813049,0.718999981880188
32,0.015509463846683502,1.0,1.3380799293518066,0.7419999837875366,0.7149999737739563
33,0.011900356970727444,1.0,1.3990834951400757,0.734000027179718,0.703000009059906
34,0.010270114056766033,1.0,1.4379113912582397,0.7319999933242798,0.6980000138282776
35,0.008730866014957428,1.0,1.4461150169372559,0.7319999933242798,0.7089999914169312
36,0.0072546363808214664,1.0,1.4575825929641724,0.7319999933242798,0.7139999866485596
37,0.00689539173617959,1.0,1.4745802879333496,0.7260000109672546,0.7139999866485596
38,0.00657597417011857,1.0,1.4937963485717773,0.7160000205039978,0.7170000076293945
39,0.005894509144127369,1.0,1.5182491540908813,0.7139999866485596,0.7139999866485596
40,0.005744291003793478,1.0,1.5381643772125244,0.7099999785423279,0.7099999785423279
41,0.006008629687130451,1.0,1.5406789779663086,0.6980000138282776,0.7089999914169312
42,0.0058388179168105125,1.0,1.5386594533920288,0.6980000138282776,0.7059999704360962
43,0.005623538512736559,1.0,1.5439811944961548,0.699999988079071,0.7059999704360962
44,0.005969478748738766,1.0,1.548717975616455,0.6940000057220459,0.703000009059906
45,0.006080957595258951,1.0,1.5597209930419922,0.6959999799728394,0.6899999976158142
46,0.006192733068019152,1.0,1.5804049968719482,0.6880000233650208,0.6790000200271606
47,0.006771585904061794,1.0,1.584439992904663,0.6899999976158142,0.6819999814033508
48,0.007133986335247755,1.0,1.550107479095459,0.6940000057220459,0.6850000023841858
49,0.007608441635966301,1.0,1.4989101886749268,0.6980000138282776,0.6909999847412109
50,0.008296932093799114,1.0,1.4978034496307373,0.6899999976158142,0.6899999976158142
51,0.008767417632043362,1.0,1.5364915132522583,0.6840000152587891,0.6800000071525574
52,0.009441708214581013,1.0,1.5121159553527832,0.6819999814033508,0.6819999814033508
53,0.009959632530808449,1.0,1.4513901472091675,0.6899999976158142,0.6940000057220459
54,0.010427768342196941,1.0,1.4427740573883057,0.6880000233650208,0.6919999718666077
55,0.010960989631712437,1.0,1.44394850730896,0.6840000152587891,0.6909999847412109
56,0.011203614994883537,1.0,1.4327353239059448,0.6819999814033508,0.6890000104904175
57,0.011599482968449593,1.0,1.4184468984603882,0.6919999718666077,0.6859999895095825
58,0.011791124939918518,1.0,1.3918994665145874,0.6919999718666077,0.6869999766349792
59,0.01189897395670414,1.0,1.4138178825378418,0.6840000152587891,0.6890000104904175
60,0.012006700038909912,1.0,1.4034240245819092,0.6940000057220459,0.6850000023841858
61,0.011960525996983051,1.0,1.3704204559326172,0.6940000057220459,0.6909999847412109
